检查层级,样本ID,自动状态,问题类型,原视频,给定文本,待查词,建议跳转秒,自动起点秒,自动终点秒,对齐分数,人工判定,修正起点秒,修正终点秒,审查者,审查日期,备注
异常点,-ri04Z7vwnc$_$2,REVIEW,low_face_coverage,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",,,,,,,,,,,
整段,-ri04Z7vwnc$_$5,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\5.mp4,""" So I think it's important to discuss finances",,,,,,,,,,,
异常点,-ri04Z7vwnc$_$5,REVIEW,unsupported_ctc_text,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\5.mp4,""" So I think it's important to discuss finances","""",,,,,,,,,,
异常点,-ri04Z7vwnc$_$5,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\5.mp4,""" So I think it's important to discuss finances",I,0.284,0.7845,0.8046,0.0004,,,,,,
异常点,-ri04Z7vwnc$_$5,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\5.mp4,""" So I think it's important to discuss finances",think,0.385,0.8851,1.0661,0.0,,,,,,
异常点,-ri04Z7vwnc$_$5,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\5.mp4,""" So I think it's important to discuss finances",it's,0.627,1.1265,1.2874,0.0006,,,,,,
异常点,-ri04Z7vwnc$_$5,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\5.mp4,""" So I think it's important to discuss finances",finances,2.417,2.9167,3.3392,0.0248,,,,,,
整段,-s9qJ7ATP7w$_$0,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\0.mp4,"they have doubt, they have fear, they lose in a Ferrari race, or they lose in a race, and then they just give up",,,,,,,,,,,
异常点,-s9qJ7ATP7w$_$0,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\0.mp4,"they have doubt, they have fear, they lose in a Ferrari race, or they lose in a race, and then they just give up",they,0.0,0.02,0.1002,0.0856,,,,,,
异常点,-s9qJ7ATP7w$_$0,REVIEW,possible_face_switch,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\0.mp4,"they have doubt, they have fear, they lose in a Ferrari race, or they lose in a race, and then they just give up",,1.7,2.2,,,,,,,,
整段,-s9qJ7ATP7w$_$1,PASS,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\1.mp4,"But the hardest thing in life to learn, is to lose",,,,,,,,,,,
整段,-s9qJ7ATP7w$_$4,PASS,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\4.mp4,"I have lost at everything you can imagine, seriously",,,,,,,,,,,
整段,-s9qJ7ATP7w$_$5,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\5.mp4,"I have been beat up and put down and everything that can go wrong, has gone wrong for me",,,,,,,,,,,
异常点,-s9qJ7ATP7w$_$5,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\5.mp4,"I have been beat up and put down and everything that can go wrong, has gone wrong for me",I,0.0,0.4009,0.4209,0.0003,,,,,,
整段,-s9qJ7ATP7w$_$6,PASS,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\6.mp4,But I just kept going,,,,,,,,,,,
整段,-s9qJ7ATP7w$_$7,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\7.mp4,"I used to work for Warren Avis, the guy who started Avis Rent a Car, and he said to me one day, ""Robert, ""what's the purpose of business",,,,,,,,,,,
异常点,-s9qJ7ATP7w$_$7,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\7.mp4,"I used to work for Warren Avis, the guy who started Avis Rent a Car, and he said to me one day, ""Robert, ""what's the purpose of business",who,1.666,2.1659,2.226,0.0439,,,,,,
异常点,-s9qJ7ATP7w$_$7,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\7.mp4,"I used to work for Warren Avis, the guy who started Avis Rent a Car, and he said to me one day, ""Robert, ""what's the purpose of business",to,3.15,3.6499,3.69,0.0005,,,,,,
异常点,-s9qJ7ATP7w$_$7,REVIEW,possible_face_switch,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\7.mp4,"I used to work for Warren Avis, the guy who started Avis Rent a Car, and he said to me one day, ""Robert, ""what's the purpose of business",,2.7,3.2,,,,,,,,
异常点,-s9qJ7ATP7w$_$7,REVIEW,possible_face_switch,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\7.mp4,"I used to work for Warren Avis, the guy who started Avis Rent a Car, and he said to me one day, ""Robert, ""what's the purpose of business",,5.9,6.4,,,,,,,,
整段,-s9qJ7ATP7w$_$8,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\8.mp4,""" And I said, ""Oh, make a profit, and all these other things",,,,,,,,,,,
异常点,-s9qJ7ATP7w$_$8,REVIEW,unsupported_ctc_text,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\8.mp4,""" And I said, ""Oh, make a profit, and all these other things","""",,,,,,,,,,
异常点,-s9qJ7ATP7w$_$8,REVIEW,possible_face_switch,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\8.mp4,""" And I said, ""Oh, make a profit, and all these other things",,0.1,0.6,,,,,,,,
异常点,-s9qJ7ATP7w$_$8,REVIEW,possible_face_switch,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\8.mp4,""" And I said, ""Oh, make a profit, and all these other things",,2.733,3.2333,,,,,,,,
整段,-t217m2on-s$_$2,PASS,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-t217m2on-s\2.mp4,"But a good thing to do is yawning, chewing gum is effective.",,,,,,,,,,,
整段,-t217m2on-s$_$7,PASS,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-t217m2on-s\7.mp4,"If you find that your ears consistently do this and you can't pop them often, you'll definitely need to see a physician regarding those things, it could be something more of a nasal infection or a sinus infection that he would need to deal with.",,,,,,,,,,,
整段,-tANM6ETl_M$_$3,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tANM6ETl_M\3.mp4,"The first place is either you have a prospect, or a customer who's never done it before, or they've never tried it.",,,,,,,,,,,
异常点,-tANM6ETl_M$_$3,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tANM6ETl_M\3.mp4,"The first place is either you have a prospect, or a customer who's never done it before, or they've never tried it.",or,4.578,5.0782,5.1183,0.0,,,,,,
整段,-THoVjtIkeU$_$12,PASS,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-THoVjtIkeU\12.mp4,"What ever we turn our attention to is what grows and so if we believe that anything is possible, if we believe that social justice can be achieved and if we believe in youth, they will believe in themselves.",,,,,,,,,,,
整段,-THoVjtIkeU$_$2,PASS,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-THoVjtIkeU\2.mp4,I think social justice is extremely important for young people.,,,,,,,,,,,
整段,-THoVjtIkeU$_$6,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-THoVjtIkeU\6.mp4,"You know that I think listening to young people, taking in what they have to say because what we have seen all around the world is the power of youth.",,,,,,,,,,,
异常点,-THoVjtIkeU$_$6,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-THoVjtIkeU\6.mp4,"You know that I think listening to young people, taking in what they have to say because what we have seen all around the world is the power of youth.",that,0.242,0.7421,0.8224,0.0,,,,,,
异常点,-THoVjtIkeU$_$6,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-THoVjtIkeU\6.mp4,"You know that I think listening to young people, taking in what they have to say because what we have seen all around the world is the power of youth.",I,0.363,0.8625,0.8825,0.0,,,,,,
整段,-tPCytz4rww$_$10,PASS,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\10.mp4,Say twenty percent so if you've got a thousand square foot condo.,,,,,,,,,,,
整段,-tPCytz4rww$_$11,PASS,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\11.mp4,"Make sure that your using comps that are not larger, no larger than twelve hundred square feet.",,,,,,,,,,,
整段,-tPCytz4rww$_$12,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\12.mp4,"No less than eight hundred squire feet and going to similar in, similar with bedrooms and bathrooms as well and hopefully the complexes have similar amenities.",,,,,,,,,,,
异常点,-tPCytz4rww$_$12,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\12.mp4,"No less than eight hundred squire feet and going to similar in, similar with bedrooms and bathrooms as well and hopefully the complexes have similar amenities.",going,2.184,2.6837,2.8039,0.0597,,,,,,
异常点,-tPCytz4rww$_$12,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\12.mp4,"No less than eight hundred squire feet and going to similar in, similar with bedrooms and bathrooms as well and hopefully the complexes have similar amenities.",to,2.324,2.8239,2.884,0.0016,,,,,,
整段,-tPCytz4rww$_$16,PASS,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\16.mp4,So make sure to get a through or to do a through cleaning of the property.,,,,,,,,,,,
整段,-tPCytz4rww$_$18,PASS,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\18.mp4,Do so and as well you'll also want to remove any clutter from that you've accumulated.,,,,,,,,,,,
整段,-UacrmKiTn4$_$10,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UacrmKiTn4\10.mp4,"Because, if they are not in any way held accountable for reading the material they won't do it.",,,,,,,,,,,
异常点,-UacrmKiTn4$_$10,REVIEW,low_face_coverage,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UacrmKiTn4\10.mp4,"Because, if they are not in any way held accountable for reading the material they won't do it.",,,,,,,,,,,
整段,-UacrmKiTn4$_$4,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UacrmKiTn4\4.mp4,Just given to their own devices they are not going to read the textbook.,,,,,,,,,,,
异常点,-UacrmKiTn4$_$4,REVIEW,low_face_coverage,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UacrmKiTn4\4.mp4,Just given to their own devices they are not going to read the textbook.,,,,,,,,,,,
整段,-UUCSKoHeMA$_$0,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UUCSKoHeMA\0.mp4,"I mentioned a word in the last clip called 'monotone', and I want to talk about that briefly.",,,,,,,,,,,
异常点,-UUCSKoHeMA$_$0,REVIEW,low_face_coverage,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UUCSKoHeMA\0.mp4,"I mentioned a word in the last clip called 'monotone', and I want to talk about that briefly.",,,,,,,,,,,
整段,-UuX1xuaiiE$_$0,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UuX1xuaiiE\0.mp4,^it's amazing to see their enthusiasm and their passion,,,,,,,,,,,
异常点,-UuX1xuaiiE$_$0,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UuX1xuaiiE\0.mp4,^it's amazing to see their enthusiasm and their passion,^it's,0.0,0.0402,0.1808,0.0,,,,,,
异常点,-UuX1xuaiiE$_$0,REVIEW,low_face_coverage,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UuX1xuaiiE\0.mp4,^it's amazing to see their enthusiasm and their passion,,,,,,,,,,,
整段,-UuX1xuaiiE$_$1,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UuX1xuaiiE\1.mp4,^And all of them are really being able to explore ^these different areas in depth ^in a way that really wasn't available ^before the center was here,,,,,,,,,,,
异常点,-UuX1xuaiiE$_$1,REVIEW,low_face_coverage,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UuX1xuaiiE\1.mp4,^And all of them are really being able to explore ^these different areas in depth ^in a way that really wasn't available ^before the center was here,,,,,,,,,,,
整段,-UuX1xuaiiE$_$3,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UuX1xuaiiE\3.mp4,My goal is to become a human rights lawyer,,,,,,,,,,,
异常点,-UuX1xuaiiE$_$3,REVIEW,possible_face_switch,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UuX1xuaiiE\3.mp4,My goal is to become a human rights lawyer,,0.0,0.5,,,,,,,,
异常点,-UuX1xuaiiE$_$3,REVIEW,possible_face_switch,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UuX1xuaiiE\3.mp4,My goal is to become a human rights lawyer,,3.3,3.8,,,,,,,,
整段,-UuX1xuaiiE$_$6,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UuX1xuaiiE\6.mp4,"I ended up going to work for the US government as an intelligence analyst, specializing in war crimes and human rights issues",,,,,,,,,,,
异常点,-UuX1xuaiiE$_$6,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UuX1xuaiiE\6.mp4,"I ended up going to work for the US government as an intelligence analyst, specializing in war crimes and human rights issues",and,5.939,6.4393,6.4995,0.0131,,,,,,
异常点,-UuX1xuaiiE$_$6,REVIEW,possible_face_switch,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UuX1xuaiiE\6.mp4,"I ended up going to work for the US government as an intelligence analyst, specializing in war crimes and human rights issues",,0.0,0.2,,,,,,,,
异常点,-UuX1xuaiiE$_$6,REVIEW,possible_face_switch,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UuX1xuaiiE\6.mp4,"I ended up going to work for the US government as an intelligence analyst, specializing in war crimes and human rights issues",,0.2,0.7,,,,,,,,
整段,-uywlfIYOS8$_$4,PASS,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-uywlfIYOS8\4.mp4,"And then from a brand point of view, we need to make sure we're driving the relevant insight.",,,,,,,,,,,
整段,-vxjVxOeScU$_$4,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-vxjVxOeScU\4.mp4,"You're going to talk about their life, their marriage and usually how amazing it is that they've stayed together this long.",,,,,,,,,,,
异常点,-vxjVxOeScU$_$4,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-vxjVxOeScU\4.mp4,"You're going to talk about their life, their marriage and usually how amazing it is that they've stayed together this long.",You're,0.0,0.0,0.1202,0.0157,,,,,,
异常点,-vxjVxOeScU$_$4,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-vxjVxOeScU\4.mp4,"You're going to talk about their life, their marriage and usually how amazing it is that they've stayed together this long.",going,0.081,0.5811,0.7013,0.0743,,,,,,
整段,-wMB_hJL-3o$_$7,PASS,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wMB_hJL-3o\7.mp4,So if you have a loved one who is depressed those are some of the things that you should think about doing.,,,,,,,,,,,
整段,-wny0OAz3g8$_$0,PASS,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\0.mp4,trade labor unions didn’t allow Black workers to join,,,,,,,,,,,
整段,-wny0OAz3g8$_$1,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\1.mp4,"And because they couldn’t join unions, many Black workers couldn’t get manufacturing or trade work – which paid much better than service work",,,,,,,,,,,
异常点,-wny0OAz3g8$_$1,REVIEW,unsupported_ctc_text,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\1.mp4,"And because they couldn’t join unions, many Black workers couldn’t get manufacturing or trade work – which paid much better than service work",–,,,,,,,,,,
异常点,-wny0OAz3g8$_$1,REVIEW,low_face_coverage,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\1.mp4,"And because they couldn’t join unions, many Black workers couldn’t get manufacturing or trade work – which paid much better than service work",,,,,,,,,,,
异常点,-wny0OAz3g8$_$1,REVIEW,possible_face_switch,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\1.mp4,"And because they couldn’t join unions, many Black workers couldn’t get manufacturing or trade work – which paid much better than service work",,4.0,4.5,,,,,,,,
整段,-wny0OAz3g8$_$2,PASS,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\2.mp4,"And because they couldn’t get these jobs, Black communities had more men out of work, higher rates of poverty, and more criminal behavior",,,,,,,,,,,
整段,-wny0OAz3g8$_$3,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\3.mp4,Which then allowed the white workers and unions to justify their decision to not allow black workers into their union,,,,,,,,,,,
异常点,-wny0OAz3g8$_$3,REVIEW,possible_face_switch,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\3.mp4,Which then allowed the white workers and unions to justify their decision to not allow black workers into their union,,2.0,2.5,,,,,,,,
异常点,-wny0OAz3g8$_$3,REVIEW,possible_face_switch,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\3.mp4,Which then allowed the white workers and unions to justify their decision to not allow black workers into their union,,5.1,5.6,,,,,,,,
整段,-wny0OAz3g8$_$5,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\5.mp4,"This is what’s now known as racial formation theory, a theory formalized by modern sociologists Michael Omi and Howard Winant",,,,,,,,,,,
